count,f0,gender,speaker,utterance
210,164.59099666666663,2,,390
66,228.67154181818185,2,,302
127,185.0810070866142,2,,303
199,104.69958376884422,2,,430
82,106.07636231707315,2,,431
100,163.613269,2,,299
177,249.64163723163844,2,,570
227,155.21593546255508,1,,3287
275,233.7944719636364,1,,7089
61,212.1883229508197,2,,243
146,236.6783554794521,2,,242
156,234.2364194230769,1,,3649
147,165.08871482993197,1,,4789
122,189.72236557377047,1,,9003
186,204.64273548387095,2,,479
280,211.15514564285718,2,,478
213,197.67087563380284,1,,8136
110,234.87682772727268,2,,506
427,135.48291093676815,1,,6504
202,160.74585490099008,2,,507
77,295.81163376623385,2,,234
112,269.69810473214284,1,,537
99,212.66004646464648,2,,235
195,167.58084087179492,1,,536
118,279.2810624576271,1,,5751
136,239.3155890441177,1,,2464
142,182.6380011971831,2,,594
70,170.64241771428576,2,,595
282,202.15115070921985,1,,1987
267,235.33928104868914,1,,11439
551,220.63547822141564,1,,10496
113,225.63134159292042,1,,2216
129,199.40559922480617,1,,6183
49,141.06250551020406,2,,181
40,253.19625499999998,2,,180
183,128.40393120218582,2,,72
221,149.8509642533937,1,,1678
161,224.35286459627326,2,,73
189,154.67574740740739,2,,113
99,212.6457121212121,2,,375
311,213.79806739549838,2,,374
243,143.79644670781894,2,,112
261,141.7000767816092,2,,447
73,100.6898808219178,2,,446
184,223.3816254891304,2,,127
199,220.40135804020096,2,,341
39,184.29539,2,,340
188,177.0736594680851,2,,126
272,152.45324577205884,1,,7722
381,227.6035485564304,1,,9009
480,232.0532831875,1,,4576
173,194.80348404624283,2,,615
279,165.49394354838708,1,,11051
68,187.3142416176471,2,,473
228,247.43738991228068,2,,472
409,189.0376810024449,1,,11236
146,181.28795267123286,2,,248
541,198.05513560073936,1,,7082
211,156.28570094786733,2,,292
192,177.5817718229167,1,,3256
15,257.94802000000004,2,,293
324,216.8933953703704,2,,532
269,219.57884052044608,1,,7894
343,127.42091877551022,1,,2853
393,184.24713531806614,1,,6065
106,131.20802462264152,2,,78
115,180.9898773043478,2,,79
56,145.19367446428572,2,,119
34,184.0891785294118,2,,118
155,248.8868098064516,1,,3911
275,185.41814436363637,1,,7341
152,200.64069473684208,1,,6188
132,199.83089825757577,2,,150
94,197.4311968085107,2,,151
126,227.89304095238097,2,,337
132,266.11448409090906,1,,2792
16,290.6601525,2,,31
68,150.61808499999995,2,,30
92,192.6800459782609,2,,405
193,134.97067321243523,1,,8042
575,193.8438516173913,1,,90
188,209.98605382978718,1,,1732
107,171.61915214953268,1,,1001
204,182.33247102941175,1,,6769
143,113.09981650349651,2,,608
53,120.34978698113207,2,,609
185,153.0557978918919,1,,3064
205,271.3461180487805,1,,11322
275,172.26302218181817,2,,567
299,135.50242698996655,1,,9087
85,178.5090671764706,2,,254
105,221.9898838095238,2,,255
113,166.89698690265487,2,,315
139,268.262709352518,1,,2119
75,169.85846919999997,2,,173
62,229.06080064516132,2,,172
164,240.3003097560976,1,,11736
14,264.44266428571433,2,,314
132,163.35242045454547,2,,12
40,255.9864825,2,,13
22,330.03625,2,,427
251,196.15471924302787,2,,426
122,137.46580885245902,2,,387
316,204.97632433544305,1,,3125
142,213.82316338028164,2,,104
505,186.69454122772282,1,,11526
313,189.67515418530357,2,,105
56,147.49554446428567,2,,65
250,204.5263114,1,,5134
165,140.7978078787879,2,,450
293,173.3169756996587,1,,10810
84,264.00570357142857,1,,3660
7,352.91337142857145,2,,196
200,188.8122085,1,,11924
214,143.32481042056074,2,,197
123,189.28469048780488,2,,558
33,290.4110848484848,2,,559
34,207.74132941176472,2,,419
188,132.4663266489362,1,,2614
159,188.36256352201252,2,,583
285,206.8975763859649,1,,1627
226,168.0313665929204,2,,511
725,173.45458860689655,1,,213
221,211.86738371040727,1,,5212
344,167.08882,1,,7641
187,160.11792545454546,1,,1549
450,251.83521377777774,2,,223
140,305.1615077857143,1,,6221
72,151.4477172222222,1,,10859
228,195.0839666666666,2,,222
230,269.18428217391306,1,,3348
55,231.69766,2,,525
177,191.59040050847454,2,,524
15,160.00305866666662,2,,217
213,289.16972863849765,1,,7675
78,201.59097435897442,2,,284
219,136.90439703196347,1,,6648
373,221.83633383378017,2,,178
263,193.4506517110266,1,,3573
135,292.4197237037037,1,,9993
288,198.22431215277774,1,,10748
99,149.61804343434343,2,,51
384,200.08956721354167,2,,50
22,247.43705909090914,2,,356
309,167.025362394822,1,,6355
239,204.7888789121339,2,,357
188,196.85862473404254,2,,131
34,286.9691632352941,2,,602
196,138.94203367346938,1,,11046
115,134.55758260869564,2,,464
171,130.28291994152048,1,,2669
76,156.76181513157894,2,,465
28,193.2505678571429,2,,481
227,239.77384713656392,1,,10853
139,131.78266287769785,2,,228
180,196.88300888888887,2,,589
157,194.25520152866244,1,,12002
102,182.63029009803918,2,,588
87,221.47991735632192,2,,27
281,232.8797965480427,2,,147
94,286.0716991489361,2,,146
68,285.88857117647046,2,,413
152,169.58758072368425,1,,11257
169,154.46692917159763,1,,11699
205,197.3864224390244,1,,7357
7,356.6628571428572,2,,552
66,116.8789887878788,2,,553
121,173.39044033057854,2,,260
99,161.69285191919192,2,,261
135,131.6417434074074,2,,369
328,152.36263277439022,1,,4603
34,292.3082214705882,2,,560
424,209.65302160377357,1,,10829
0,,2,,253
273,104.88017194139195,1,,5953
161,179.56373751552795,1,,2664
88,297.41449795454537,1,,11485
218,234.025354587156,1,,3204
264,162.23724473484845,1,,3476
341,244.53243642228742,2,,380
69,160.01377101449273,2,,381
96,198.31906541666663,2,,87
102,99.64284843137254,2,,86
106,139.42667716981134,2,,174
120,251.040909,2,,312
73,116.41063027397264,2,,313
214,195.5733171028037,1,,410
271,150.44165797047972,2,,15
142,193.2355500704225,1,,5880
396,160.10693898989896,1,,1478
130,230.44514615384614,2,,288
331,125.12089567975832,1,,10462
291,255.02939474226804,2,,289
196,218.12762918367343,2,,420
383,190.07749707571801,1,,4743
154,222.79743253246758,1,,1973
252,141.29363611111108,2,,421
223,153.46225757847537,1,,6645
116,107.07239844827585,1,,3333
64,146.66874859375002,2,,191
311,109.12872980707395,2,,190
73,138.3370817808219,2,,365
312,146.13598169871798,2,,103
344,155.42249491279068,1,,467
311,217.0402329903537,2,,102
258,175.77660759689925,2,,2
131,179.6517678625954,2,,3
231,233.29888658008656,1,,4552
164,147.47106024390243,2,,457
86,143.98627011627906,2,,456
4,319.797525,2,,517
82,189.49993780487804,2,,225
262,152.1886954961832,1,,1180
67,127.8786637313433,2,,585
59,301.3717610169492,2,,282
131,145.6817612977099,2,,283
140,127.62249857142857,1,,5581
219,147.31481260273972,1,,6428
334,137.78017748502995,1,,7487
200,142.18907895,1,,5580
57,283.61904035087724,2,,318
20,310.0764650000001,2,,319
11,194.80955454545452,2,,522
316,134.4649035759494,2,,523
76,192.78861842105263,2,,210
41,141.77844707317072,1,,2842
79,195.0709429113924,2,,56
301,137.79421445182726,2,,351
188,261.5007756914893,1,,11773
148,137.74588797297298,2,,137
267,140.0912916104869,1,,6134
536,182.0260854477612,2,,350
311,146.5136485530547,1,,3837
20,156.818618,2,,463
189,188.74773280423284,1,,1931
140,156.0143754285714,2,,604
208,213.4323581730769,2,,462
145,143.67087455172413,1,,3069
328,158.28649451219513,1,,4792
285,154.77400522807017,2,,259
461,221.0909879826464,2,,258
106,232.20511575471699,1,,8717
226,246.81031681415925,2,,20
104,181.20097865384616,2,,140
45,124.49781555555555,2,,326
179,145.93365011173182,2,,141
512,152.0688372265625,1,,3840
131,188.62418549618323,2,,415
119,223.06414680672268,2,,486
153,185.7123104575164,1,,80
269,226.8636407063197,2,,487
129,124.25272829457363,1,,1722
310,227.4436683225807,1,,8052
382,182.65865361256547,1,,10190
296,138.80646837837838,1,,3371
189,152.43797994708999,2,,109
28,155.99756142857146,2,,8
9,232.808,2,,69
174,184.0929229885057,2,,9
170,203.80288723529407,1,,11928
94,196.471850106383,2,,555
222,192.92393121621623,1,,11177
193,134.85852792746115,1,,9971
423,194.54276312056737,1,,5699
22,237.84076636363636,2,,267
27,217.90265555555558,2,,163
17,133.49668235294118,2,,305
19,308.6967,2,,162
127,172.16359527559058,2,,437
184,132.71080271739132,1,,8217
413,195.94482987893463,1,,7593
83,231.00108867469882,2,,91
39,207.7369076923077,2,,397
339,90.8345409144543,1,,7186
101,215.86061841584163,2,,576
309,153.75969003236244,2,,577
473,231.13992008456663,1,,6020
80,121.76052725,2,,245
105,171.6568374285714,2,,409
209,162.36219540669856,2,,408
148,265.4121687837838,2,,500
161,124.67084366459629,1,,10849
72,256.40348861111113,2,,232
138,225.15641304347827,1,,5617
120,155.45285141666668,2,,74
253,209.2782870750988,1,,6370
109,152.4714633027523,2,,372
246,217.7266174796748,2,,114
123,179.7891931707317,2,,115
156,133.7110232692308,2,,373
193,253.76662393782382,2,,440
106,228.02393490566035,2,,626
447,212.42704362416112,1,,4544
74,286.5742797297296,2,,627
142,180.56391823943662,2,,441
72,153.14662458333333,2,,548
10,235.60034,2,,549
92,143.46093108695655,2,,186
181,124.7874777348066,2,,187
213,139.27561807511736,1,,6683
210,177.37111866666663,1,,182
161,177.24637391304347,1,,3177
650,194.04845146153846,1,,11901
193,172.22270310880833,2,,120
113,159.73448672566371,2,,121
77,295.0321611688312,2,,347
244,168.69764713114756,1,,12202
42,155.68087666666662,2,,474
186,157.20961139784944,2,,612
226,137.0093925221239,2,,475
116,137.10345172413793,2,,535
0,,2,,534
211,186.44552568720374,1,,8749
213,157.52772690140844,1,,7402
154,162.56104623376626,2,,206
145,171.33338965517245,1,,1798
512,146.50089501953124,1,,7490
65,246.82289846153847,2,,295
133,139.42695503759398,2,,294
285,195.0638538596492,2,,169
274,171.4108425547445,2,,168
123,182.70059788617888,2,,542
395,112.63247653164557,1,,11306
226,163.90587566371684,1,,5572
17,165.06268823529413,2,,270
142,133.49028126760564,2,,271
142,177.53080619718313,1,,2420
562,169.50595387900356,1,,5786
163,250.72771288343563,1,,971
112,202.3731125892857,2,,378
133,147.06664736842103,1,,8045
83,189.41250542168675,2,,491
133,126.74901646616543,2,,490
168,159.27222857142857,2,,599
296,192.63083523648652,2,,36
493,155.08919034482759,2,,598
302,201.5135953642384,1,,12275
177,193.80213932203392,1,,5166
226,214.83892079646012,1,,11021
174,158.15850689655176,1,,4760
